SalePrice,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,MSZoning_C (all),MSZoning_RM,LotConfig_CulDSac,Condition1_Artery,Condition1_Norm,RoofMatl_WdShngl,Exterior1st_BrkFace,Foundation_PConc,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,SaleCondition_Abnorml
12.247699116372562,9.042040056544485,7,5,2003,2003,1.6094379124341005,1.6094379124341005,0.6931471805599453,6.561030665896572,5,0.6931471805599453,6.753437918597781,7.4448332738921925,1,0.6931471805599453,4,2.079441541679836,0,2,548,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12.109016442313738,9.169622538697624,6,8,1976,1976,1.3862943611198906,1.6094379124341005,1.6094379124341005,6.886531642530509,5,0.6931471805599453,7.141245122350491,7.141245122350491,0,0.6931471805599453,3,2.079441541679836,1,2,460,5.700443573390688,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.317171167298682,9.328212292571072,7,5,2001,2002,1.6094379124341005,1.6094379124341005,1.0986122886681098,6.18826412308259,5,0.6931471805599453,6.825460036255307,7.4882935151594285,1,0.6931471805599453,4,2.079441541679836,1,2,608,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.849404844423075,9.164401140034736,7,5,1915,1970,1.3862943611198906,1.3862943611198906,0.6931471805599453,5.37989735354046,4,0.6931471805599453,6.8690144506657065,7.4489161025442,1,0.6931471805599453,4,2.079441541679836,1,3,642,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12.429220196836386,9.565283817736765,8,5,2000,2000,1.6094379124341005,1.6094379124341005,1.3862943611198906,6.4861607889440895,5,0.6931471805599453,7.044032897274685,7.695757990554762,1,0.6931471805599453,4,2.079441541679836,1,3,836,5.2626901889048865,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
11.870606902224589,9.55506418479516,5,5,1993,1995,1.3862943611198906,1.6094379124341005,0.6931471805599453,6.597145701886651,5,0.6931471805599453,6.680854678790215,7.217443431696532,1,0.6931471805599453,3,2.079441541679836,0,2,480,3.7135720667043084,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.63460628389302,9.218804450388312,8,5,2004,2005,1.6094379124341005,1.791759469228055,1.3862943611198906,7.22256601882217,5,0.6931471805599453,7.4354380198145495,7.4354380198145495,1,0.6931471805599453,4,2.079441541679836,1,2,636,5.545177444479562,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12.206077645517675,9.247925132303454,7,6,1973,1973,1.3862943611198906,1.6094379124341005,1.0986122886681098,6.756932389247552,5,0.6931471805599453,7.010311867307229,7.645397699428632,1,0.6931471805599453,3,2.079441541679836,2,2,484,5.4638318050256105,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.774527900858466,8.71948076085107,7,5,1931,1950,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,4,0.6931471805599453,6.930494765951626,7.4815557019095165,0,1.0986122886681098,3,1.9459101490553128,2,2,468,4.51085950651685,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
11.678448377988165,8.912069097970132,5,6,1939,1950,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.747586526829315,5,0.6931471805599453,6.982862751468942,6.982862751468942,1,1.0986122886681098,3,2.079441541679836,2,1,205,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11.771443882099636,9.323758339011741,5,5,1965,1965,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.810142450115137,5,0.6931471805599453,6.947937068614969,6.947937068614969,1,0.6931471805599453,3,2.079441541679836,0,1,384,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.75130259456002,9.386392315756543,9,5,2005,2006,1.791759469228055,1.791759469228055,0.6931471805599453,6.906754778648554,5,0.6931471805599453,7.075808863978387,7.751475318021456,1,0.6931471805599453,5,2.079441541679836,2,3,736,4.997212273764115,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11.87757552297847,9.470317173335742,5,6,1962,1962,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.6039438246004725,3,0.6931471805599453,6.816735880594968,6.816735880594968,1,0.6931471805599453,3,2.079441541679836,0,1,352,4.948759890378168,5.17614973257383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.540761149388421,9.273596821611196,7,5,2006,2007,1.6094379124341005,1.6094379124341005,1.3862943611198906,0.0,5,0.6931471805599453,7.309881485824786,7.309881485824786,0,0.6931471805599453,4,2.079441541679836,1,3,840,5.081404364984463,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.964007453736913,9.298442820197726,6,5,1960,1960,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.598509028614515,3,0.6931471805599453,7.134093721192866,7.134093721192866,1,0.6931471805599453,3,2.079441541679836,1,1,352,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.790564777297387,8.71948076085107,7,8,1929,2001,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,5,0.6931471805599453,6.751101468936759,6.751101468936759,0,0.6931471805599453,3,2.079441541679836,0,2,576,3.8918202981106265,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11.91170829631447,9.32741204356202,6,7,1970,1970,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.3613024775729965,5,0.6931471805599453,6.912742820493176,6.912742820493176,1,0.6931471805599453,3,2.079441541679836,1,2,480,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11.407576060361786,9.286560397887593,4,5,1967,1967,1.3862943611198906,0.0,0.0,0.0,3,0.6931471805599453,7.167809184316443,7.167809184316443,0,1.0986122886681098,3,2.079441541679836,0,2,516,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.976665770490769,9.524859098381523,5,5,2004,2004,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.472346294500902,5,0.6931471805599453,7.0166096838942185,7.0166096838942185,1,0.6931471805599453,4,2.079441541679836,0,2,576,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11.842236406331557,8.93075873555827,5,6,1958,1965,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.22455842927536,3,0.6931471805599453,7.200424892944957,7.200424892944957,0,0.6931471805599453,3,1.9459101490553128,0,1,294,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12.692506186542175,9.562123369834488,8,5,2005,2006,1.6094379124341005,1.791759469228055,1.3862943611198906,0.0,5,0.6931471805599453,7.055312843339753,7.773594467360193,0,0.6931471805599453,4,2.079441541679836,1,3,853,5.484796933490656,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11.84510995088398,8.915969311373606,7,7,1930,1950,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,5,0.6931471805599453,7.011213987350367,7.011213987350367,0,0.6931471805599453,4,2.079441541679836,1,1,280,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
12.345838935721968,9.184304357425342,8,5,2002,2002,1.6094379124341005,1.6094379124341005,0.6931471805599453,0.0,5,0.6931471805599453,7.493317248862145,7.493317248862145,0,0.6931471805599453,4,2.079441541679836,1,2,534,5.147494476813453,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11.774527900858466,8.348774539791274,5,7,1976,1976,1.3862943611198906,1.6094379124341005,0.6931471805599453,6.734591659972947,3,0.6931471805599453,6.966967138613982,6.966967138613982,1,0.6931471805599453,3,2.079441541679836,1,2,572,4.61512051684126,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.944714374881176,9.017604776833355,5,8,1968,2001,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.2417470150596435,5,0.6931471805599453,6.966967138613982,6.966967138613982,1,0.6931471805599453,4,2.079441541679836,1,1,270,6.008813185442595,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.454107814022274,9.56317796268366,8,5,2007,2007,1.6094379124341005,1.6094379124341005,0.6931471805599453,0.0,5,0.6931471805599453,7.378383712996714,7.378383712996714,0,0.6931471805599453,4,2.079441541679836,1,3,890,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11.811554895830454,8.881975184248867,5,7,1951,2000,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.45958551414416,3,0.6931471805599453,6.803505257608338,6.803505257608338,0,0.6931471805599453,4,2.079441541679836,0,2,576,5.40717177146012,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.631343648903036,9.348274558065496,8,5,2007,2008,1.6094379124341005,1.791759469228055,0.6931471805599453,7.105786129481271,5,0.6931471805599453,7.4413203897176174,7.4413203897176174,1,0.6931471805599453,4,2.079441541679836,1,3,772,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12.242891437918384,9.700269170029188,5,6,1957,1997,1.3862943611198906,1.3862943611198906,1.6094379124341005,7.153051634937481,3,0.6931471805599453,7.378383712996714,7.378383712996714,1,0.6931471805599453,3,2.079441541679836,2,1,319,5.666426688112433,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11.134603622683905,8.752265313595721,4,6,1927,1950,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,2,0.0,6.255750041753367,6.255750041753367,0,0.6931471805599453,2,2.079441541679836,0,1,240,3.912023005428147,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10.59665973278358,9.04793908261736,4,4,1920,1950,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,3,0.0,6.476972362889682,7.183870715062453,0,0.6931471805599453,3,2.079441541679836,0,1,250,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.914054519303123,9.053101595549693,5,6,1966,2006,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,4,0.6931471805599453,7.113956109566034,7.113956109566034,0,0.6931471805599453,4,2.079441541679836,0,1,271,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12.100161978566868,9.310185706945902,8,5,2007,2007,1.6094379124341005,1.791759469228055,1.3862943611198906,0.0,5,0.6931471805599453,7.118826249062077,7.118826249062077,0,0.6931471805599453,4,2.079441541679836,0,2,484,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12.016732516077072,9.264165458671089,5,5,1959,1959,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.926577033222724,4,0.6931471805599453,7.438971592395863,7.438971592395863,0,0.6931471805599453,4,2.079441541679836,1,2,447,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12.533579815765734,8.897545598709328,9,5,2005,2005,1.791759469228055,1.791759469228055,0.6931471805599453,7.050989447068045,5,0.6931471805599453,7.353722330399631,7.353722330399631,1,0.6931471805599453,5,2.079441541679836,1,2,556,5.318119993844216,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12.641099792120599,9.504426892100957,8,5,2004,2005,1.6094379124341005,1.791759469228055,1.3862943611198906,0.0,5,0.6931471805599453,7.032624261028007,7.8050670442584895,0,0.6931471805599453,4,2.079441541679836,1,3,691,4.736198448394496,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
