SalePrice,TotalBsmtSF,LotFrontage,LotArea,OverallCond,BsmtUnfSF,Id,OverallQual,YearBuilt,GarageYrBlt,1stFlrSF,YearRemodAdd,EnclosedPorch,BsmtFinSF1,GarageArea,YrSold,SaleCondition_Abnorml,Condition1_Norm,Neighborhood_Crawfor,MSZoning_C (all),ScreenPorch,BsmtFinType1,MoSold,BsmtQual,OpenPorchSF,WoodDeckSF,GarageCars,Functional,KitchenQual,MSZoning_RM,Neighborhood_Somerst,Exterior1st_BrkFace,LandContour_Bnk,GarageCond,BsmtExposure,MSZoning_RL,BsmtCond,BedroomAbvGr,Exterior2nd_Plywood,FireplaceQu,HeatingQC,GarageFinish,ExterCond,CentralAir,2ndFlrSF,Exterior1st_AsbShng,LotShape,HalfBath,GarageQual,Neighborhood_MeadowV
12.247699116372562,6.753437918597781,4.189654742026425,9.042040056544485,5,5.017279836814924,1,7,2003,7.6029004622047545,6.753437918597781,2003,0.0,6.561030665896572,548,2008,0,1,0,0,0.0,6,2,1.6094379124341005,4.127134385045092,0.0,2,2.079441541679836,4,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,3,0,0,5,2,1.3862943611198906,0.6931471805599453,6.751101468936759,0,0.0,1,1.3862943611198906,0
12.109016442313738,7.141245122350491,4.394449154672439,9.169622538697624,8,5.652489180268652,2,6,1976,7.589335823170616,7.141245122350491,1976,0.0,6.886531642530509,460,2007,0,0,0,0,0.0,5,5,1.6094379124341005,0.0,5.700443573390688,2,2.079441541679836,3,0,0,0,0,1.3862943611198906,1.6094379124341005,1,1.3862943611198906,3,0,3,5,2,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
12.317171167298682,6.825460036255307,4.23410650459726,9.328212292571072,5,6.075346031088683,3,7,2001,7.601901959875167,6.825460036255307,2002,0.0,6.18826412308259,608,2008,0,1,0,0,0.0,6,9,1.6094379124341005,3.7612001156935615,0.0,2,2.079441541679836,4,0,0,0,0,1.3862943611198906,1.0986122886681098,1,1.3862943611198906,3,0,3,5,2,1.3862943611198906,0.6931471805599453,6.765038976780541,0,0.6931471805599453,1,1.3862943611198906,0
11.849404844423075,6.6293632534374485,4.110873864173311,9.164401140034736,5,6.293419278846482,4,7,1915,7.6004023345004,6.8690144506657065,1970,5.609471795184961,5.37989735354046,642,2006,1,1,1,0,0.0,5,2,1.3862943611198906,3.58351893845611,0.0,3,2.079441541679836,4,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.6094379124341005,3,0,4,4,1,1.3862943611198906,0.6931471805599453,6.6293632534374485,0,0.6931471805599453,0,1.3862943611198906,0
12.429220196836386,7.044032897274685,4.442651256490317,9.565283817736765,5,6.1964441277945195,5,8,2000,7.601402334583732,7.044032897274685,2000,0.0,6.4861607889440895,836,2008,0,1,0,0,0.0,6,12,1.6094379124341005,4.442651256490317,5.2626901889048865,3,2.079441541679836,4,0,0,0,0,1.3862943611198906,1.3862943611198906,1,1.3862943611198906,4,0,3,5,2,1.3862943611198906,0.6931471805599453,6.960347729101308,0,0.6931471805599453,1,1.3862943611198906,0
11.870606902224589,6.680854678790215,4.4543472962535064,9.55506418479516,5,4.174387269895637,6,5,1993,7.597897950521784,6.680854678790215,1995,0.0,6.597145701886651,480,2009,0,1,0,0,0.0,6,10,1.6094379124341005,3.4339872044851463,3.7135720667043084,2,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,1,0,0,5,1,1.3862943611198906,0.6931471805599453,6.3403593037277535,0,0.6931471805599453,1,1.3862943611198906,0
12.63460628389302,7.430707082545968,4.330733340286331,9.218804450388312,5,5.762051382780178,7,8,2004,7.60339933974067,7.4354380198145495,2005,0.0,7.22256601882217,636,2007,0,1,0,0,0.0,6,8,1.791759469228055,4.060443010546419,5.545177444479562,2,2.079441541679836,4,0,1,0,0,1.3862943611198906,1.3862943611198906,1,1.3862943611198906,3,0,4,5,2,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
12.206077645517675,7.010311867307229,4.394449154672439,9.247925132303454,6,5.37989735354046,8,7,1973,7.587817219993428,7.010311867307229,1973,5.433722003554241,6.756932389247552,484,2009,0,0,0,0,0.0,5,11,1.6094379124341005,5.3230099791384085,5.4638318050256105,2,2.079441541679836,3,0,0,0,0,1.3862943611198906,1.0986122886681098,1,1.3862943611198906,3,0,3,5,2,1.3862943611198906,0.6931471805599453,6.891625897052253,0,0.6931471805599453,1,1.3862943611198906,0
11.774527900858466,6.859614903654202,3.951243718581428,8.71948076085107,5,6.859614903654202,9,7,1931,7.566311014772463,6.930494765951626,1950,5.327876168789581,0.0,468,2008,1,0,0,0,0.0,1,4,1.3862943611198906,0.0,4.51085950651685,2,1.9459101490553128,3,1,0,1,0,1.3862943611198906,0.6931471805599453,0,1.3862943611198906,2,0,3,4,1,1.3862943611198906,0.6931471805599453,6.6240652277998935,0,0.0,0,1.0986122886681098,0
11.678448377988165,6.899723107284872,3.9318256327243257,8.912069097970132,6,4.948759890378168,10,5,1939,7.570443252057373,6.982862751468942,1950,0.0,6.747586526829315,205,2008,0,0,0,0,0.0,6,1,1.3862943611198906,1.6094379124341005,0.0,1,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,2,0,3,5,2,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.6094379124341005,0
11.771443882099636,6.947937068614969,4.262679877041316,9.323758339011741,5,4.90527477843843,11,5,1965,7.583756300707113,6.947937068614969,1965,0.0,6.810142450115137,384,2008,0,1,0,0,0.0,3,2,1.3862943611198906,0.0,0.0,1,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,3,0,0,5,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
12.75130259456002,7.069874128458572,4.4543472962535064,9.386392315756543,5,5.181783550292085,12,9,2005,7.603897968521881,7.075808863978387,2006,0.0,6.906754778648554,736,2006,0,1,0,0,0.0,6,7,1.791759469228055,3.0910424533583165,4.997212273764115,3,2.079441541679836,5,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,4,0,4,5,3,1.3862943611198906,0.6931471805599453,7.041411663794809,0,0.6931471805599453,0,1.3862943611198906,0
11.87757552297847,6.816735880594968,4.276666119016055,9.470317173335742,6,5.170483995038151,13,5,1962,7.582229194276461,6.816735880594968,1962,0.0,6.6039438246004725,352,2008,0,1,0,0,5.17614973257383,5,9,1.3862943611198906,0.0,4.948759890378168,1,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,2,1,0,3,1,1.3862943611198906,0.6931471805599453,0.0,0,1.0986122886681098,0,1.3862943611198906,0
12.540761149388421,7.309881485824786,4.5217885770490405,9.273596821611196,5,7.309881485824786,14,7,2006,7.604396348796338,7.309881485824786,2007,0.0,0.0,840,2007,0,1,0,0,0.0,1,8,1.6094379124341005,3.5263605246161616,5.081404364984463,3,2.079441541679836,4,0,0,0,0,1.3862943611198906,1.3862943611198906,1,1.3862943611198906,3,0,4,5,2,1.3862943611198906,0.6931471805599453,0.0,0,0.6931471805599453,0,1.3862943611198906,0
11.964007453736913,7.134093721192866,4.30406509320417,9.298442820197726,5,6.255750041753367,15,6,1960,7.581209826196346,7.134093721192866,1960,5.17614973257383,6.598509028614515,352,2008,0,1,0,0,0.0,4,5,1.3862943611198906,5.365976015021852,0.0,1,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,2,0,2,3,2,1.3862943611198906,0.6931471805599453,0.0,0,0.6931471805599453,1,1.3862943611198906,0
11.790564777297387,6.725033642166842,3.951243718581428,8.71948076085107,8,6.725033642166842,16,7,1929,7.5968944381445445,6.751101468936759,2001,0.0,0.0,576,2007,0,1,0,0,0.0,1,7,1.3862943611198906,4.727387818712341,3.8918202981106265,2,2.079441541679836,3,1,0,0,0,1.3862943611198906,0.6931471805599453,0,1.3862943611198906,2,0,0,5,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
11.91170829631447,6.912742820493176,4.30406509320417,9.32741204356202,7,6.056784013228625,17,6,1970,7.586296307152719,6.912742820493176,1970,0.0,6.3613024775729965,480,2010,0,1,0,0,0.0,5,3,1.3862943611198906,0.0,0.0,2,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,2,0,3,5,3,1.3862943611198906,0.6931471805599453,0.0,0,0.6931471805599453,0,1.3862943611198906,0
11.407576060361786,0.0,4.290459441148391,9.286560397887593,5,0.0,18,4,1967,7.5847730776121995,7.167809184316443,1967,0.0,0.0,516,2006,0,1,0,0,0.0,0,10,0.0,0.0,0.0,2,2.079441541679836,3,0,0,0,0,1.3862943611198906,0.0,1,0.0,2,0,0,3,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
11.976665770490769,7.0166096838942185,4.204692619390967,9.524859098381523,5,6.150602768446278,19,5,2004,7.60339933974067,7.0166096838942185,2004,0.0,6.472346294500902,576,2008,0,0,0,0,0.0,6,6,1.3862943611198906,4.634728988229637,0.0,2,2.079441541679836,4,0,0,0,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,3,0,0,5,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,1,1.3862943611198906,0
11.842236406331557,6.937314081223682,4.262679877041316,8.93075873555827,6,6.26530121273771,20,5,1958,7.580189417944541,7.200424892944957,1965,0.0,6.22455842927536,294,2009,1,1,0,0,0.0,2,5,1.3862943611198906,0.0,0.0,1,1.9459101490553128,3,0,0,1,0,1.3862943611198906,0.6931471805599453,1,1.3862943611198906,3,1,0,3,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
12.692506186542175,7.055312843339753,4.624972813284272,9.562123369834488,5,7.055312843339753,21,8,2005,7.603897968521881,7.055312843339753,2006,0.0,0.0,853,2006,0,1,0,0,0.0,1,11,1.791759469228055,5.043425116919247,5.484796933490656,3,2.079441541679836,4,0,0,0,0,1.3862943611198906,1.3862943611198906,1,1.3862943611198906,4,0,4,5,2,1.3862943611198906,0.6931471805599453,7.105786129481271,0,0.6931471805599453,1,1.3862943611198906,0
11.84510995088398,6.45833828334479,4.060443010546419,8.915969311373606,7,6.45833828334479,22,7,1930,7.565793282428515,7.011213987350367,1950,5.327876168789581,0.0,280,2007,0,1,0,0,0.0,1,6,1.3862943611198906,0.0,0.0,1,2.079441541679836,4,1,0,0,1,1.3862943611198906,0.6931471805599453,0,1.3862943611198906,3,0,4,5,1,1.3862943611198906,0.6931471805599453,0.0,0,0.0,0,1.3862943611198906,0
