SalePrice,LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,MSSubClass_3.4339872044851463,MSSubClass_4.110873864173311,MSZoning_RL,MSZoning_RM,HouseStyle_2Story,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,GarageType_Attchd,GarageType_Detchd,GarageType_None,Neighborhood_NridgHt,SaleType_New,SaleCondition_Partial
12.247699116372562,4.189654742026425,9.042040056544485,0.0,7,2003,2003,5.2832037287379885,1.6094379124341005,1.6094379124341005,1.3862943611198906,0.6931471805599453,6,6.753437918597781,5,0.6931471805599453,6.753437918597781,7.4448332738921925,2,1,4,8,0,0,7.6029004622047545,2,2,548,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,4.127134385045092,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
12.109016442313738,4.394449154672439,9.169622538697624,0.0,6,1976,1976,0.0,1.3862943611198906,1.6094379124341005,1.3862943611198906,1.6094379124341005,5,7.141245122350491,5,0.6931471805599453,7.141245122350491,7.141245122350491,2,0,3,6,1,3,7.589335823170616,2,2,460,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.700443573390688,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12.317171167298682,4.23410650459726,9.328212292571072,0.6931471805599453,7,2001,2002,5.093750200806762,1.6094379124341005,1.6094379124341005,1.3862943611198906,1.0986122886681098,6,6.825460036255307,5,0.6931471805599453,6.825460036255307,7.4882935151594285,2,1,4,6,1,3,7.601901959875167,2,2,608,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,3.7612001156935615,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
11.849404844423075,4.110873864173311,9.164401140034736,0.6931471805599453,7,1915,1970,0.0,1.3862943611198906,1.3862943611198906,1.6094379124341005,0.6931471805599453,5,6.6293632534374485,4,0.6931471805599453,6.8690144506657065,7.4489161025442,1,0,4,7,1,4,7.6004023345004,1,3,642,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,3.58351893845611,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
12.429220196836386,4.442651256490317,9.565283817736765,0.6931471805599453,8,2000,2000,5.8607862234658645,1.6094379124341005,1.6094379124341005,1.3862943611198906,1.3862943611198906,6,7.044032897274685,5,0.6931471805599453,7.044032897274685,7.695757990554762,2,1,4,9,1,3,7.601402334583732,2,3,836,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.2626901889048865,4.442651256490317,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
11.870606902224589,4.4543472962535064,9.55506418479516,0.6931471805599453,5,1993,1995,0.0,1.3862943611198906,1.6094379124341005,1.3862943611198906,0.6931471805599453,6,6.680854678790215,5,0.6931471805599453,6.680854678790215,7.217443431696532,1,1,3,5,0,0,7.597897950521784,1,2,480,1.3862943611198906,1.3862943611198906,1.0986122886681098,3.7135720667043084,3.4339872044851463,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
12.63460628389302,4.330733340286331,9.218804450388312,0.0,8,2004,2005,5.231108616854587,1.6094379124341005,1.791759469228055,1.3862943611198906,1.3862943611198906,6,7.430707082545968,5,0.6931471805599453,7.4354380198145495,7.4354380198145495,2,0,4,7,1,4,7.60339933974067,2,2,636,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.545177444479562,4.060443010546419,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
12.206077645517675,4.394449154672439,9.247925132303454,0.6931471805599453,7,1973,1973,5.484796933490656,1.3862943611198906,1.6094379124341005,1.3862943611198906,1.0986122886681098,5,7.010311867307229,5,0.6931471805599453,7.010311867307229,7.645397699428632,2,1,3,7,2,3,7.587817219993428,2,2,484,1.3862943611198906,1.3862943611198906,1.0986122886681098,5.4638318050256105,5.3230099791384085,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
11.774527900858466,3.951243718581428,8.71948076085107,0.0,7,1931,1950,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,1,6.859614903654202,4,0.6931471805599453,6.930494765951626,7.4815557019095165,2,0,3,8,2,3,7.566311014772463,1,2,468,1.0986122886681098,1.3862943611198906,1.0986122886681098,4.51085950651685,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
11.678448377988165,3.9318256327243257,8.912069097970132,0.0,5,1939,1950,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,6,6.899723107284872,5,0.6931471805599453,6.982862751468942,6.982862751468942,1,0,3,5,2,3,7.570443252057373,2,1,205,1.6094379124341005,1.3862943611198906,1.0986122886681098,0.0,1.6094379124341005,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
